title,score,date,airline,source
SCANDAL RAYANAIR,1,2022-05-01,RYANAIR,TRIPADVISOR
Don’t travel with Ryanair,1,2022-05-01,RYANAIR,TRIPADVISOR
Told to report to airport 3 hours before flight day before departure,3,2022-05-01,RYANAIR,TRIPADVISOR
Absolutely shocking experience!!!!!,1,2022-05-01,RYANAIR,TRIPADVISOR
Cuidado con las letras pequeñas,1,2022-05-01,RYANAIR,TRIPADVISOR
Viaje a Milán desde Málaga- Casi nos estrellamos,2,2022-05-01,RYANAIR,TRIPADVISOR
Useless,1,2022-05-01,RYANAIR,TRIPADVISOR
Ritardi su ritardi cambiate lavoro,1,2022-05-01,RYANAIR,TRIPADVISOR
Discrimination de la part d’hôtesse de l’air?,1,2022-05-01,RYANAIR,TRIPADVISOR
Mrs Pamela Stratton,5,2022-05-01,RYANAIR,TRIPADVISOR
No drinks available for children,4,2022-05-01,RYANAIR,TRIPADVISOR
Bene,4,2022-05-01,RYANAIR,TRIPADVISOR
Ryanair is the most pathetic airlines in this world .,1,2022-05-01,RYANAIR,TRIPADVISOR
Arnaque Ryanair,1,2022-05-01,RYANAIR,TRIPADVISOR
Algo que no entiendo,1,2022-05-01,RYANAIR,TRIPADVISOR
The worst airline possible,1,2022-05-01,RYANAIR,TRIPADVISOR
Why is everything so complicated?,2,2022-05-01,RYANAIR,TRIPADVISOR
Satisfaite,5,2022-05-01,RYANAIR,TRIPADVISOR
Extremely bad experience,1,2022-05-01,RYANAIR,TRIPADVISOR
How is that possible?,2,2022-05-01,RYANAIR,TRIPADVISOR
Geen knappe Stewardessen en een slechte landing.,1,2022-05-01,RYANAIR,TRIPADVISOR
Solamente si es necesario,3,2022-05-01,RYANAIR,TRIPADVISOR
Flygbolag som fullständigt skiter i sina kunder,1,2022-05-01,RYANAIR,TRIPADVISOR
"Die schlechteste Service, die es gibt",1,2022-05-01,RYANAIR,TRIPADVISOR
איו החזר על טיסה שנבצר ממני לעלות אליה בגלל הקורונה!,1,2022-05-01,RYANAIR,TRIPADVISOR
Worst experience ever!,1,2022-05-01,RYANAIR,TRIPADVISOR
THE WORST AIRLINE - DO NOT USE,1,2022-05-01,RYANAIR,TRIPADVISOR
Faro and back,5,2022-05-01,RYANAIR,TRIPADVISOR
Flight cancelation in same day,1,2022-05-01,RYANAIR,TRIPADVISOR
The worst customer service imaginable,1,2022-05-01,RYANAIR,TRIPADVISOR
All they want is your money,1,2022-05-01,RYANAIR,TRIPADVISOR
Terrible customer service.,1,2022-04-01,RYANAIR,TRIPADVISOR
Don't use their transfer service,1,2022-05-01,RYANAIR,TRIPADVISOR
Terrible service,1,2022-05-01,RYANAIR,TRIPADVISOR
Service Client ?,1,2022-05-01,RYANAIR,TRIPADVISOR
Εξαιρετική,5,2022-05-01,RYANAIR,TRIPADVISOR
Never experienced something like that,1,2022-05-01,RYANAIR,TRIPADVISOR
"Not worth it, but perhaps only direct flight",1,2022-05-01,RYANAIR,TRIPADVISOR
Hidden charges cost my group of 8 $400 on top of $200 in tickets. Horrific flight attendants. Hour late flight.,1,2022-05-01,RYANAIR,TRIPADVISOR
Worse airliner in the world: Ryanair,1,2022-05-01,RYANAIR,TRIPADVISOR
Un trabajador me cobró 22 € por exceso de peso,2,2022-05-01,RYANAIR,TRIPADVISOR
Worst airline!!,1,2022-05-01,RYANAIR,TRIPADVISOR
Barato porém injusto,2,2022-05-01,RYANAIR,TRIPADVISOR
Retard à l’aller et au retour,1,2022-05-01,RYANAIR,TRIPADVISOR
No contratar Ryanair para Traslados,1,2022-05-01,RYANAIR,TRIPADVISOR
Mr,1,2022-05-01,RYANAIR,TRIPADVISOR
Falsa compañía lowcost,1,2022-05-01,RYANAIR,TRIPADVISOR
Rude,1,2022-05-01,RYANAIR,TRIPADVISOR
Budget for a reason,2,2022-05-01,RYANAIR,TRIPADVISOR
Daylight robbery,1,2022-05-01,RYANAIR,TRIPADVISOR
Cancelled flights | No refund | Terrible customer service,1,2022-05-01,RYANAIR,TRIPADVISOR
Frau,1,2022-05-01,RYANAIR,TRIPADVISOR
"Avoid Ryan Air, this company is a thief",1,2022-05-01,RYANAIR,TRIPADVISOR
Bologna-Varsavia A/R,4,2022-05-01,RYANAIR,TRIPADVISOR
Have to die before you get a refund,1,2022-05-01,RYANAIR,TRIPADVISOR
check in scam ( estafa ),1,2022-04-01,RYANAIR,TRIPADVISOR
cabin crew attitude terrible,1,2022-05-01,RYANAIR,TRIPADVISOR
Unprofessional and the worst experience I've ever had.,1,2022-05-01,RYANAIR,TRIPADVISOR
Horrible,1,2022-05-01,RYANAIR,TRIPADVISOR
Worst airline,1,2022-05-01,RYANAIR,TRIPADVISOR
Internetausdrucker!,1,2022-04-01,RYANAIR,TRIPADVISOR
Les pires escrocs,1,2022-05-01,RYANAIR,TRIPADVISOR
Ryanair siempre va con retraso,1,2022-05-01,RYANAIR,TRIPADVISOR
Avoid,1,2022-05-01,RYANAIR,TRIPADVISOR
La pire compagnie au monde,1,2022-05-01,RYANAIR,TRIPADVISOR
Det værste flyvetur ever,1,2022-05-01,RYANAIR,TRIPADVISOR
"Ryanair Stansted, stay way, you have been warned",1,2022-05-01,RYANAIR,TRIPADVISOR
No soft drinks on flight including water !,1,2022-05-01,RYANAIR,TRIPADVISOR
Not for me,1,2022-05-01,RYANAIR,TRIPADVISOR
Ryanair,1,2022-05-01,RYANAIR,TRIPADVISOR
Check in,1,2022-05-01,RYANAIR,TRIPADVISOR
Ryanair. Lo peor. Nunca más.,1,2022-05-01,RYANAIR,TRIPADVISOR
"this airline is vile, do not use it!",1,2022-05-01,RYANAIR,TRIPADVISOR
No complaints,5,2022-05-01,RYANAIR,TRIPADVISOR
Ridiculous service,1,2022-05-01,RYANAIR,TRIPADVISOR
UK SETTLEMENT STATUS,2,2022-05-01,RYANAIR,TRIPADVISOR
De l’arnaque,1,2022-05-01,RYANAIR,TRIPADVISOR
Worst European airlines out there,1,2022-05-01,RYANAIR,TRIPADVISOR
Get ready for additional fees,1,2022-05-01,RYANAIR,TRIPADVISOR
Exceptionally rude staff (Stansted Check in),1,2022-05-01,RYANAIR,TRIPADVISOR
PESSIMO,1,2022-05-01,RYANAIR,TRIPADVISOR
Flagrant breaches of facemask rules,1,2022-05-01,RYANAIR,TRIPADVISOR
Disaster,1,2022-05-01,RYANAIR,TRIPADVISOR
Absolute joke of a company,1,2022-05-01,RYANAIR,TRIPADVISOR
Coronavirus,2,2022-05-01,RYANAIR,TRIPADVISOR
Worst experience,1,2022-05-01,RYANAIR,TRIPADVISOR
Never again swear to god,1,2022-05-01,RYANAIR,TRIPADVISOR
Disgrace of an airline,1,2022-04-01,RYANAIR,TRIPADVISOR
Disgusting.,1,2022-05-01,RYANAIR,TRIPADVISOR
Worst airline ever...,1,2022-05-01,RYANAIR,TRIPADVISOR
Disgusting,1,2022-05-01,RYANAIR,TRIPADVISOR
Are you kidding me??,1,2022-05-01,RYANAIR,TRIPADVISOR
Unreasonable check in fee 55GBP,1,2022-05-01,RYANAIR,TRIPADVISOR
An absolute apology for an airline company,2,2022-05-01,RYANAIR,TRIPADVISOR
Servizio clienti maleducati ed incompetente,1,2022-05-01,RYANAIR,TRIPADVISOR
Familias NO viajen con Ryanair,1,2022-04-01,RYANAIR,TRIPADVISOR
Vile charges,1,2022-05-01,RYANAIR,TRIPADVISOR
Airline review,1,2022-05-01,RYANAIR,TRIPADVISOR
Awful from start to finish. Made me checkin carryon but then lost it.,1,2022-05-01,RYANAIR,TRIPADVISOR
Never again,1,2022-05-01,RYANAIR,TRIPADVISOR
WORST SERVICE EVER,1,2022-05-01,RYANAIR,TRIPADVISOR
"J'ai payé pour un vol, j'ai eu du vol...",1,2022-04-01,RYANAIR,TRIPADVISOR
Mohammad,1,2022-05-01,RYANAIR,TRIPADVISOR
The worst airline in the world,1,2022-05-01,RYANAIR,TRIPADVISOR
Tres mauvaise compagnie !,1,2022-05-01,RYANAIR,TRIPADVISOR
4 ώρες καθυστέρηση,1,2022-05-01,RYANAIR,TRIPADVISOR
Worst travel experience ever. Do NOT FLY RYANAIR,1,2022-05-01,RYANAIR,TRIPADVISOR
Abbuffini,1,2022-05-01,RYANAIR,TRIPADVISOR
חוסר יושרה והעדר אמינות!,1,2022-05-01,RYANAIR,TRIPADVISOR
A évitez,1,2022-05-01,RYANAIR,TRIPADVISOR
Amara sorpresa,1,2022-05-01,RYANAIR,TRIPADVISOR
Der schlechteste und unfreundlichste Kundenservice,1,2022-05-01,RYANAIR,TRIPADVISOR
Attente catastrophique,1,2022-05-01,RYANAIR,TRIPADVISOR
OK,3,2022-05-01,RYANAIR,TRIPADVISOR
Are we living in 1995?,1,2022-05-01,RYANAIR,TRIPADVISOR
evitare quando possibile. volo 12 ore dalla partenza e se chiamate vi ridono in faccia. Io mi vergogno della loro esiste,1,2022-05-01,RYANAIR,TRIPADVISOR
7 hour flight delay… but Ryanair did get us here - so all good,5,2022-05-01,RYANAIR,TRIPADVISOR
Scandalous Price To Change Name,1,2022-05-01,RYANAIR,TRIPADVISOR
I would give no stars if I could!! STAY AWAY!,1,2022-05-01,RYANAIR,TRIPADVISOR
Can we all boycott this appalling airline?,1,2022-05-01,RYANAIR,TRIPADVISOR
La compagnie la plus horrible qui existe,1,2022-05-01,RYANAIR,TRIPADVISOR
First and last time,2,2022-05-01,RYANAIR,TRIPADVISOR
Vergogna,1,2022-05-01,RYANAIR,TRIPADVISOR
Terrorismo psicologico sulle misure dei bagagli,1,2022-05-01,RYANAIR,TRIPADVISOR
Criminal,1,2022-05-01,RYANAIR,TRIPADVISOR
Never again!,2,2022-05-01,RYANAIR,TRIPADVISOR
A fuir comme la peste,1,2022-05-01,RYANAIR,TRIPADVISOR
Ryaner son unos ladrones,1,2022-05-01,RYANAIR,TRIPADVISOR
Nos estafan,1,2022-05-01,RYANAIR,TRIPADVISOR
Pire compagnie,1,2022-05-01,RYANAIR,TRIPADVISOR
Passengers refused entry and locked in terminal not allowed to leave,1,2022-05-01,RYANAIR,TRIPADVISOR
Most expensive airliner!,1,2022-05-01,RYANAIR,TRIPADVISOR
Miss,1,2022-05-01,RYANAIR,TRIPADVISOR
Un vol sur Dublin,1,2022-05-01,RYANAIR,TRIPADVISOR
Ce n’est pas un vol que j’ai pris mais du vol,1,2022-05-01,RYANAIR,TRIPADVISOR
Impeccabile sin quasi alla fine (15 maggio),3,2022-05-01,RYANAIR,TRIPADVISOR
Absolute Frechheit,1,2022-05-01,RYANAIR,TRIPADVISOR
Déconseiller,1,2022-05-01,RYANAIR,TRIPADVISOR
CHE SCHIFO!,1,2022-05-01,RYANAIR,TRIPADVISOR
Bien quand meme si vous etes jeune,4,2022-04-01,RYANAIR,TRIPADVISOR
Μεγάλοι απατεώνες,1,2022-05-01,RYANAIR,TRIPADVISOR
Άθλιοι,1,2022-05-01,RYANAIR,TRIPADVISOR
Aggressive security und ich darf nicht fliegen Obwohl ich in meinem App und in Papierform ein booking habe,1,2022-05-01,RYANAIR,TRIPADVISOR
Unrealistic charges,1,2022-05-01,RYANAIR,TRIPADVISOR
Utter Disregard for Customers,1,2022-04-01,RYANAIR,TRIPADVISOR
"il sito fa schifo,si tribola per acquistare il biglietto,il signor Ryan non lo ha mai provato, però spendo poco",5,2022-03-01,RYANAIR,TRIPADVISOR
Verärgert über die Ausdruckspflicht der Bordkarten,1,2022-05-01,RYANAIR,TRIPADVISOR
Worst experience with an airline,1,2022-05-01,RYANAIR,TRIPADVISOR
Pésima experiencia con Ryanair- Alerta con sus clientes alcoholizados!,1,2022-05-01,RYANAIR,TRIPADVISOR
Ze hebben lak aan mensen in een rolstoel,3,2022-05-01,RYANAIR,TRIPADVISOR
Unsafe seating policy,2,2022-05-01,RYANAIR,TRIPADVISOR
The worst experience!!!!! DO NOT USE THIS SERVICE.,1,2022-05-01,RYANAIR,TRIPADVISOR
Good direct flight and u get what u expect,3,2022-05-01,RYANAIR,TRIPADVISOR
Corrupt Company,1,2022-05-01,RYANAIR,TRIPADVISOR
A fuir,1,2022-05-01,RYANAIR,TRIPADVISOR
Ryadontcare!!! Not Ryanair!!!!,1,2022-05-01,RYANAIR,TRIPADVISOR
staff are mostly incompetent,1,2022-05-01,RYANAIR,TRIPADVISOR
Wrong practice or charges,1,2022-05-01,RYANAIR,TRIPADVISOR
Check in disaster!,1,2022-05-01,RYANAIR,TRIPADVISOR
Travelling from Croatia to London and made to wear a mask!!!,1,2022-05-01,RYANAIR,TRIPADVISOR
Ryan no air,1,2022-05-01,RYANAIR,TRIPADVISOR
poor services and high costs,1,2022-05-01,RYANAIR,TRIPADVISOR
"Pas cher, si leur appli marche...",2,2022-03-01,RYANAIR,TRIPADVISOR
Ryanair,1,2022-05-01,RYANAIR,TRIPADVISOR
Weigerung der Rückzahlung,1,2022-05-01,RYANAIR,TRIPADVISOR
Ryanair solo se costretti,1,2022-05-01,RYANAIR,TRIPADVISOR
RYANAIR - NOT A SERVICE COMPANY - AN UTTER DISGRACE,1,2022-05-01,RYANAIR,TRIPADVISOR
Rubbish rubbish rubbish,1,2022-05-01,RYANAIR,TRIPADVISOR
"Borrachos, sin mascarillas, bebiendo y fumando en vuelo",1,2022-05-01,RYANAIR,TRIPADVISOR
A company of snakes,1,2022-05-01,RYANAIR,TRIPADVISOR
Dårlig behandling af kunder samt forsinkelse af bagage,1,2022-04-01,RYANAIR,TRIPADVISOR
Ryan air staff made us miss flight,1,2022-05-01,RYANAIR,TRIPADVISOR
VERGOGNATEVI!!!!! HOSTESS UOMO OFFENSIVO E SUPPONENTE!!!!!,1,2022-05-01,RYANAIR,TRIPADVISOR
Una vergüenza de compañía. Te complica el viaje.,1,2022-05-01,RYANAIR,TRIPADVISOR
ESCROQUERIE ?,1,2022-05-01,RYANAIR,TRIPADVISOR
Mr,1,2022-05-01,RYANAIR,TRIPADVISOR
Poor,1,2022-05-01,RYANAIR,TRIPADVISOR
Siete vergognosi ed imbarazzanti,1,2022-05-01,RYANAIR,TRIPADVISOR
Excellent flight,5,2022-05-01,RYANAIR,TRIPADVISOR
Never again,1,2022-05-01,RYANAIR,TRIPADVISOR
"Voo atrasado, desconfortável e com atendimento ruim.",2,2022-05-01,RYANAIR,TRIPADVISOR
SCAM - First and Last Time - Terrible Reviews are Earned. Slimeball Company,1,2022-05-01,RYANAIR,TRIPADVISOR
Bad experience,1,2022-05-01,RYANAIR,TRIPADVISOR
Another trick from Ryanair: charge you in Pound a trip in Euro: more than 6% of exchange rate,2,2022-05-01,RYANAIR,TRIPADVISOR
"for lack of any other choice, I recommend it",4,2022-05-01,RYANAIR,TRIPADVISOR
RyanAir personal treatment,1,2022-05-01,RYANAIR,TRIPADVISOR
Worst Deceptive Airline ever,1,2022-05-01,RYANAIR,TRIPADVISOR
Müll Fluglinie,1,2022-04-01,RYANAIR,TRIPADVISOR
Pretty awful,1,2022-05-01,RYANAIR,TRIPADVISOR
Thiefs stole my money,1,2022-05-01,RYANAIR,TRIPADVISOR
Oslagbart biljettpris men ont om knäutrymme,4,2022-04-01,RYANAIR,TRIPADVISOR
Put on display and publicly humiliated,1,2022-05-01,RYANAIR,TRIPADVISOR
Attention à la réservation de navette à partir du site Ryanair...,3,2022-03-01,RYANAIR,TRIPADVISOR
"Worst airline experience of my life, and I travel ALOT - I think 1 star is too generous, ZERO STARS",1,2022-05-01,RYANAIR,TRIPADVISOR
Mai più!,1,2022-05-01,RYANAIR,TRIPADVISOR
solo se va tutto liscio.....,3,2022-03-01,RYANAIR,TRIPADVISOR
Aun no he volado y ya hay problemas!,1,2022-05-01,RYANAIR,TRIPADVISOR
Disguised scam,2,2022-03-01,RYANAIR,TRIPADVISOR
Conforme à mes attentes,4,2022-05-01,RYANAIR,TRIPADVISOR
Can we do -1 instead?,1,2022-03-01,RYANAIR,TRIPADVISOR
Pessima Ryanair,1,2022-05-01,RYANAIR,TRIPADVISOR
Criminally desceptive,1,2022-05-01,RYANAIR,TRIPADVISOR
Mr,1,2022-05-01,RYANAIR,TRIPADVISOR
Check-in paid in airport,1,2022-05-01,RYANAIR,TRIPADVISOR
Terrible,1,2022-05-01,RYANAIR,TRIPADVISOR
Lovely team,5,2022-05-01,RYANAIR,TRIPADVISOR
Ryanair fly fine but extras NO.,2,2022-04-01,RYANAIR,TRIPADVISOR
Very rude staff.,2,2022-05-01,RYANAIR,TRIPADVISOR
Mala experiencia,1,2022-01-01,RYANAIR,TRIPADVISOR
La peor línea área,1,2022-05-01,RYANAIR,TRIPADVISOR
Ryanair,3,2022-05-01,RYANAIR,TRIPADVISOR
Κακη εμπειρία,1,2022-05-01,RYANAIR,TRIPADVISOR
Ryanair,1,2022-05-01,RYANAIR,TRIPADVISOR
"Terrible service, terrible hidden charges",1,2022-05-01,RYANAIR,TRIPADVISOR
Perfecto,5,2022-05-01,RYANAIR,TRIPADVISOR
vergogna,1,2022-04-01,RYANAIR,TRIPADVISOR
Could have been worse (not much),2,2022-05-01,RYANAIR,TRIPADVISOR
Erwartet euch nichts,2,2022-05-01,RYANAIR,TRIPADVISOR
NON PRENOTATE IL TRANSFER....DO NOT BOOK THE TRANSFER,1,2022-05-01,RYANAIR,TRIPADVISOR
Per fortuna tutto bene,3,2022-05-01,RYANAIR,TRIPADVISOR
Shiiiiiite,1,2022-05-01,RYANAIR,TRIPADVISOR
Never more,1,2022-05-01,RYANAIR,TRIPADVISOR
Trattamento clienti pessimo e mancato rispetto degli orari comunicati.,1,2022-05-01,RYANAIR,TRIPADVISOR
Terrible,1,2022-05-01,RYANAIR,TRIPADVISOR
Liverpool,1,2022-04-01,RYANAIR,TRIPADVISOR
Such Helpful Staff. 👏👏,4,2022-04-01,RYANAIR,TRIPADVISOR
Ryanair,3,2022-05-01,RYANAIR,TRIPADVISOR
Nul,1,2022-05-01,RYANAIR,TRIPADVISOR
Abzock Airline,1,2022-05-01,RYANAIR,TRIPADVISOR
The worst experience I had in my live,1,2022-05-01,RYANAIR,TRIPADVISOR
Visa Problems,1,2022-05-01,RYANAIR,TRIPADVISOR
De vergüenza,1,2022-05-01,RYANAIR,TRIPADVISOR
Great budget option,4,2022-03-01,RYANAIR,TRIPADVISOR
HORRIBLE! DONT FLY RYANAIR,1,2022-05-01,RYANAIR,TRIPADVISOR
Pessimo servizio...,1,2022-05-01,RYANAIR,TRIPADVISOR
Per fortuna costa poco,2,2022-05-01,RYANAIR,TRIPADVISOR
Ryanair only if you're desperate!,1,2022-05-01,RYANAIR,TRIPADVISOR
Orrendo,1,2022-05-01,RYANAIR,TRIPADVISOR
Ryannair toulouse et handicap : prise en charge deplorable,2,2022-05-01,RYANAIR,TRIPADVISOR
Will endeavour to avoid this Airline in the future - awful,1,2022-05-01,RYANAIR,TRIPADVISOR
I hate this company,1,2022-05-01,RYANAIR,TRIPADVISOR
Fake eyelashes girl need to get full training before work,1,2022-05-01,RYANAIR,TRIPADVISOR
Delay,2,2022-05-01,RYANAIR,TRIPADVISOR
Did not fly due to exceptional circumstances and Ryanair were marvelloud,5,2022-05-01,RYANAIR,TRIPADVISOR
ENCORE DU RETARD,1,2022-05-01,RYANAIR,TRIPADVISOR
missed river cruise connection due to ryanair delay,1,2022-04-01,RYANAIR,TRIPADVISOR
The 'computer says no' company.,2,2022-05-01,RYANAIR,TRIPADVISOR
NUL,1,2022-05-01,RYANAIR,TRIPADVISOR
Follow the rules & everything is fine,4,2022-05-01,RYANAIR,TRIPADVISOR
Desconsideracion,1,2022-05-01,RYANAIR,TRIPADVISOR
Great crew,5,2022-04-01,RYANAIR,TRIPADVISOR
Για ακόμα μία φορά είχαμε ένα ωραίο ταξίδι!!,5,2022-04-01,RYANAIR,TRIPADVISOR
"Se han reído de mi, en mi cara",1,2022-05-01,RYANAIR,TRIPADVISOR
Do not recommend if u want to get to your destination on time.,2,2022-05-01,RYANAIR,TRIPADVISOR
Never again...,1,2022-05-01,RYANAIR,TRIPADVISOR
Mai più,1,2022-05-01,RYANAIR,TRIPADVISOR
Mr,1,2022-05-01,RYANAIR,TRIPADVISOR
Peor atencion en checkin,1,2022-05-01,RYANAIR,TRIPADVISOR
Will never fly again with Ryan Air,1,2022-05-01,RYANAIR,TRIPADVISOR
Incompetent staff and bad service.,1,2022-02-01,RYANAIR,TRIPADVISOR
Jobsworths,1,2022-05-01,RYANAIR,TRIPADVISOR
Do Not Buy additional services from Ryanair,1,2022-04-01,RYANAIR,TRIPADVISOR
Too loud,2,2022-05-01,RYANAIR,TRIPADVISOR
This is miles away from Düsseldorf,1,2022-05-01,RYANAIR,TRIPADVISOR
THIEF,1,2022-05-01,RYANAIR,TRIPADVISOR
La peor compañía de viajes. Realmente pésima.,1,2022-05-01,RYANAIR,TRIPADVISOR
Bijbetalen voor extra bagage zonder uitleg van reden,2,2022-04-01,RYANAIR,TRIPADVISOR
Una compagnia a dir poco vergognosa,1,2022-05-01,RYANAIR,TRIPADVISOR
Handbag size scam scheme,1,2022-05-01,RYANAIR,TRIPADVISOR
Cobra por todo,1,2022-05-01,RYANAIR,TRIPADVISOR
Edreams via ryanair,1,2022-05-01,RYANAIR,TRIPADVISOR
Ryanair,1,2022-05-01,RYANAIR,TRIPADVISOR
This sucks!,1,2022-05-01,RYANAIR,TRIPADVISOR
Réclamation et mécontentement,1,2022-05-01,RYANAIR,TRIPADVISOR
Dos vuelos dos retardos una hora y media más,1,2022-04-01,RYANAIR,TRIPADVISOR
Parking,2,2022-04-01,RYANAIR,TRIPADVISOR
"Late, No Space and Rude Customer Service",1,2022-05-01,RYANAIR,TRIPADVISOR
"Arnaques, mal traitance de voyageur . Un traumatisme",1,2022-05-01,RYANAIR,TRIPADVISOR
Terrible service of Ryaniar employees at KRK airport,1,2022-04-01,RYANAIR,TRIPADVISOR
Experience catastrophique,1,2022-03-01,RYANAIR,TRIPADVISOR
Compagnie aérienne à évite,1,2022-05-01,RYANAIR,TRIPADVISOR
Customer care zero!,1,2022-04-01,RYANAIR,TRIPADVISOR
"Unfreundlich, unpünktlich und arrogant",2,2022-04-01,RYANAIR,TRIPADVISOR
Günstige und unkomplizierte Flugesellschaft,5,2022-04-01,RYANAIR,TRIPADVISOR
La pire des pires compagnies low cost,1,2022-04-01,RYANAIR,TRIPADVISOR
Lo peor q me pasó en mis años de vuelo,1,2022-04-01,RYANAIR,TRIPADVISOR
Beware of what you pay for,2,2022-04-01,RYANAIR,TRIPADVISOR
A tous les voyageurs qui ont des problèmes avec ryanair,5,2022-04-01,RYANAIR,TRIPADVISOR
Brilliant in a crisis,5,2022-04-01,RYANAIR,TRIPADVISOR
Organised scam !,1,2022-04-01,RYANAIR,TRIPADVISOR
Bad behaviour and uncomfortable,2,2022-04-01,RYANAIR,TRIPADVISOR
Lo que crees que es barato te sale muy caro,1,2022-04-01,RYANAIR,TRIPADVISOR
Imbarazzante,1,2022-04-01,RYANAIR,TRIPADVISOR
Compagnia aerea SCONSIGLIATA,1,2022-04-01,RYANAIR,TRIPADVISOR
Ne voyagez pas avec cette compagnie !,1,2022-04-01,RYANAIR,TRIPADVISOR
Money hungry heartless airline company,1,2022-04-01,RYANAIR,TRIPADVISOR
Bande de voleurs,1,2022-04-01,RYANAIR,TRIPADVISOR
ivan non mi è piaciuto,1,2022-04-01,RYANAIR,TRIPADVISOR
Asientos aleatorios,2,2022-04-01,RYANAIR,TRIPADVISOR
Situazione a dir poco fuori controllo,1,2022-04-01,RYANAIR,TRIPADVISOR
Ok flight,3,2022-04-01,RYANAIR,TRIPADVISOR
Ridiculous,1,2022-04-01,RYANAIR,TRIPADVISOR
emissione carta d'imbarco,1,2022-04-01,RYANAIR,TRIPADVISOR
A nightmare!!!!!,1,2022-04-01,RYANAIR,TRIPADVISOR
INADMISSIBLE !!!!,1,2022-03-01,RYANAIR,TRIPADVISOR
PLEASE STOP SALES ANNOUCEMENTS ON BOARD,3,2022-04-01,RYANAIR,TRIPADVISOR
SCAM,1,2022-04-01,RYANAIR,TRIPADVISOR
la peor de todas,1,2022-04-01,RYANAIR,TRIPADVISOR
40 cm de bolso de mano. Casi no me cabe ni el ordenador,1,2022-04-01,RYANAIR,TRIPADVISOR
Basta informarsi,4,2022-04-01,RYANAIR,TRIPADVISOR
Worst flight company,1,2022-04-01,RYANAIR,TRIPADVISOR
ryanair lets vulnerable and disabled passengers be pushed about by the masses,2,2022-04-01,RYANAIR,TRIPADVISOR
Dirty aircraft,1,2022-04-01,RYANAIR,TRIPADVISOR
Guys be careful I’m really disappointed at Ryanair I do not recommend it they are so unprofessional,1,2022-04-01,RYANAIR,TRIPADVISOR
If you can choose another airplane company for your travel. You should.,1,2022-04-01,RYANAIR,TRIPADVISOR
Nie wieder ryanair,1,2022-04-01,RYANAIR,TRIPADVISOR
Worst airline ever flown with,1,2022-04-01,RYANAIR,TRIPADVISOR
Vuelo perdido por 10 minutos. Imposible solicitar devolución de las tasas,1,2022-04-01,RYANAIR,TRIPADVISOR
Booking transfer with Ryanair,1,2022-04-01,RYANAIR,TRIPADVISOR
Ryanair- Awful money making,1,2022-04-01,RYANAIR,TRIPADVISOR
"You get what you pay for, no issues",4,2022-04-01,RYANAIR,TRIPADVISOR
"Ο,τι χειρότερο",2,2022-04-01,RYANAIR,TRIPADVISOR
Racists are working there,1,2022-04-01,RYANAIR,TRIPADVISOR
Helping you keep your CO2 footprint down by making every aspect of flying a nightmare.,1,2022-04-01,RYANAIR,TRIPADVISOR
Ritardo,3,2022-04-01,RYANAIR,TRIPADVISOR
Anche no!,2,2022-04-01,RYANAIR,TRIPADVISOR
Una vergogna,1,2022-04-01,RYANAIR,TRIPADVISOR
Compagnia aerea schifosa,1,2022-04-01,RYANAIR,TRIPADVISOR
ACHTUNG ABZOCKE!!!!,1,2022-04-01,RYANAIR,TRIPADVISOR
I was economically raped in open air at the check-in desk,1,2022-04-01,RYANAIR,TRIPADVISOR
Abzocke! Nie wieder!,1,2022-04-01,RYANAIR,TRIPADVISOR
AVOID - AVOID - AVOID,1,2022-04-01,RYANAIR,TRIPADVISOR
La peor experiencia de vuelo,1,2022-04-01,RYANAIR,TRIPADVISOR
Priority en Ryanair,1,2022-04-01,RYANAIR,TRIPADVISOR
Delayed flights and cabin crew who allowed unsocial behaviour.,2,2022-04-01,RYANAIR,TRIPADVISOR
Catastrophique,1,2022-04-01,RYANAIR,TRIPADVISOR
Pire compagnie existante,1,2022-04-01,RYANAIR,TRIPADVISOR
"Ryannair, lo barato sale muy caro",1,2022-04-01,RYANAIR,TRIPADVISOR
Peor compañía sin ninguna duda,1,2022-04-01,RYANAIR,TRIPADVISOR
Grim behandling af Ryanair,1,2022-02-01,RYANAIR,TRIPADVISOR
Para no repetir nunca jamás.,1,2022-04-01,RYANAIR,TRIPADVISOR
Simplemente. Nunca más cogeré Ryanair,1,2022-04-01,RYANAIR,TRIPADVISOR
Warnung vor Mietwagenbuchung über Ryanair-Portal,1,2022-04-01,RYANAIR,TRIPADVISOR
Holiday ruiners,1,2022-04-01,RYANAIR,TRIPADVISOR
Erst zocken sie uns ab und dann warten wir 5 Stunden am Flughafen,1,2022-04-01,RYANAIR,TRIPADVISOR
κομπιναδοροι,1,2022-04-01,RYANAIR,TRIPADVISOR
Azafatas insustanciales,2,2022-04-01,RYANAIR,TRIPADVISOR
Personeel was erg meedenkend,5,2022-04-01,RYANAIR,TRIPADVISOR
Everything associated with Ryanair - even Car Hire Partners - is just awful...,1,2022-04-01,RYANAIR,TRIPADVISOR
Never again!,1,2022-04-01,RYANAIR,TRIPADVISOR
Do NOT book national express bus tickets as part of checking in with Ryanair,1,2022-04-01,RYANAIR,TRIPADVISOR
No hay por donde cogerlo,1,2022-04-01,RYANAIR,TRIPADVISOR
Difficult to use for business.,3,2022-04-01,RYANAIR,TRIPADVISOR
